CustomerID,CustomerName,Region,CustomerSegment,SignupDate
C00498,Grace Miller,Rivers,Small Business,2024-11-02
C00499,Sarah Johnson,KANO,Corporate,2023-03-16
C00500,Sarah Williams,Delta,Consumer,2023-12-18
C00501,Esther Martin,Abuja,Small Business,2024-10-21
C00502,Rebecca Brown,Kano,Consumer,2025-03-20
C00503,Elizabeth Martin,Oyo,Small Business,2024-11-03
C00504,Jennifer Jones,Abuja,Small Business,2024-05-10
C00505,Daniel Smith,Abuja,Consumer,2025-06-17
C00506,Joseph Jones,Edo,Corporate,2023-05-22
C00507,Sarah Miller,Oyo,Consumer,2023-11-29
C00508,Mary Johnson,Delta,Small Business,2024-04-05
C00509,Elizabeth Davis,RIVERS,Consumer,2025-12-27
C00510,Sarah White,Abuja,Corporate,2023-05-09
C00511,Grace Davis,Rivers,Small Business,2024-09-29
C00512,Sarah Wilson,Edo,Corporate,2024-03-24
C00513,David Taylor,Enugu,Small Business,2023-08-18
C00514,Daniel Brown,Kano,Small Business,
C00515,Rebecca Anderson,Delta,Corporate,2024-05-28
C00516,Rebecca Taylor,Rivers,Corporate,2023-03-21
C00517,Rebecca Wilson,Enugu,Corporate,2024-09-28
C00518,Sarah Anderson,Kano,Consumer,2023-06-07
C00519,Paul Anderson,Delta,Corporate,2025-04-05
C00520,James Johnson,Kano,Corporate,2023-04-23
C00521,Esther Jackson,Kano,Small Business,2023-07-14
C00522,Victoria Martin,Enugu,Consumer,2025-03-28
C00523,Samuel Martin,Kano,Corporate,2025-02-18
C00524,John Anderson,Delta,Small Business,2025-08-12
C00525,Daniel Miller,Oyo,Small Business,2023-09-16
C00526,Jennifer Jackson,Rivers,Small Business,2023-10-10
C00527,Esther Taylor,Abuja,Corporate,2023-11-17
C00528,Michael Taylor,Oyo,Consumer,2024-03-29
C00529,Daniel Jones,Kano,Corporate,2025-11-26
C00530,Samuel Taylor,Lagos,Corporate,2025-09-12
C00531,Mary Jackson,Enugu,Consumer,2025-12-05
C00532, Michael Martin ,Rivers,Small Business,2024-01-07
C00533,Joseph Williams,Enugu,Corporate,2025-11-30
C00534,Samuel Taylor,Edo,Consumer,2024-11-14
C00535,David White,Lagos,Consumer,2025-09-01
C00536,Mary Williams,Oyo,Consumer,2025-02-28
C00537,Daniel Anderson,Abuja,Corporate,2025-05-22
C00538,Joseph Johnson,Edo,Consumer,2024-10-18
C00539,John Jackson,Rivers,Consumer,2025-10-27
C00540,Sarah Anderson,Rivers,Small Business,2025-12-19
C00541,Michael Anderson,Edo,Consumer,2024-10-24
C00542,Sarah Harris,Kano,Corporate,2023-03-10
C00543,Mary White,Lagos,Consumer,2024-01-11
C00544,Michael Johnson,Lagos,Consumer,2023-04-28
C00545,Paul White,Lagos,Small Business,2025-11-24
C00546,David Anderson,Abuja,Consumer,2025-12-17
C00547, David Williams ,Oyo,Small Business,2023-05-05
C00548,Daniel Miller,Oyo,Consumer,2024-09-11
C00549,Jennifer Wilson,Rivers,Corporate,2024-10-17
C00550,Michael Harris,Enugu,Corporate,2024-02-12
C00551,John Martin,Kano,Small Business,2024-05-20
C00552,John Johnson,Delta,Consumer,2025-10-29
C00553,John Davis,Abuja,Small Business,2023-07-14
C00554,Jennifer Harris,Abuja,Corporate,
C00555,Mary Thomas,Rivers,Small Business,2024-05-03
C00556,Jennifer Harris,Rivers,Small Business,2025-08-25
C00557,Daniel Anderson,Delta,Small Business,2025-10-06
C00558,Sarah Brown,Lagos,Corporate,2023-02-01
C00559,Paul Wilson,Lagos,Corporate,2024-02-28
C00560,Esther Wilson,Delta,Consumer,2024-03-22
C00561,Grace Martin,Abuja,Consumer,2023-11-11
C00562,Elizabeth Miller,Enugu,Consumer,2025-07-01
C00563,Elizabeth Brown,Lagos,Small Business,2023-09-06
C00564,Esther White,Delta,Consumer,2024-04-07
C00565,Victoria Davis,Oyo,Consumer,2025-02-08
C00566, Rebecca Wilson ,Edo,Corporate,2025-01-27
C00567,Mary Taylor,Enugu,Consumer,2023-02-28
C00568,Victoria Jackson,Oyo,Consumer,2025-06-20
C00569,John Jackson,Kano,Consumer,2025-12-06
C00570,Grace Taylor,Edo,Consumer,2025-01-10
C00571,Mary Jackson,Oyo,Consumer,2024-09-06
C00572,Michael Taylor,Oyo,Small Business,2023-11-04
C00573,Joseph Thomas,Oyo,Corporate,2023-02-23
C00574,James Anderson,Delta,Corporate,2025-02-26
C00575,Elizabeth Jones,Enugu,Small Business,2023-09-22
C00576,James Brown,Rivers,Small Business,2025-10-29
C00577,Daniel Wilson,Rivers,Small Business,2024-06-27
C00578,Samuel Smith,Delta,Corporate,2024-04-13
C00579,Jennifer Williams,Rivers,Small Business,2023-08-13
C00580,James Jackson,Abuja,Consumer,2023-12-05
C00581,Daniel Jackson,LAGOS,Corporate,2025-12-05
C00582,James Smith,Rivers,Corporate,2024-12-04
C00583,Victoria Williams,Kano,Corporate,2024-08-07
C00584,Mary Thomas,Rivers,Corporate,2023-09-24
C00585,Grace Davis,Delta,Corporate,2024-02-20
C00586,John Anderson,Oyo,Consumer,2024-01-03
C00587,Paul Johnson,Rivers,,2025-05-23
C00588,Elizabeth Harris,Abuja,Small Business,2024-02-13
C00589,Grace Brown,Oyo,,2024-06-07
C00590,Esther Miller,Kano,Small Business,2025-07-07
C00591,Mary Davis,Kano,Corporate,2023-09-29
C00592,Paul Anderson,Delta,Small Business,2025-03-27
C00593,Sarah Taylor,Oyo,Corporate,2023-09-15
C00594,Mary Brown,Abuja,Small Business,2025-07-28
C00595,Jennifer Williams,Enugu,Small Business,2024-01-08
C00596,Victoria Williams,Edo,Corporate,2023-01-04
C00597,Grace White,Enugu,Small Business,2024-05-08
C00598,Samuel Miller,Delta,Consumer,2024-05-25
C00599,Daniel Martin,Edo,Corporate,2025-09-27
C00600,Esther Smith,Enugu,Small Business,2024-03-07
C00601,Joseph Wilson,Rivers,Corporate,2024-10-17
C00602,David White,Edo,Small Business,2024-02-27
C00603,James Wilson,Kano,Small Business,2025-11-03
C00604,Victoria Davis,Enugu,Consumer,2024-05-29
C00605,John Harris,Enugu,Consumer,2024-03-01
C00606,Grace Wilson,Enugu,Small Business,2023-10-16
C00607,Michael Martin,Enugu,Corporate,2023-08-11
C00608, John Brown ,Enugu,Small Business,2024-06-08
C00609,Michael Anderson,Delta,Consumer,2024-12-07
C00610,Grace Thomas,Enugu,Corporate,2025-07-22
C00611,David Martin,Enugu,Corporate,2023-08-15
C00612,Paul Johnson,Enugu,Corporate,
C00613,Elizabeth Harris,Kano,Small Business,2023-11-05
C00614,Sarah Jackson,Rivers,Corporate,2024-06-26
C00615,Joseph Harris,Abuja,Small Business,2024-03-26
C00616,Elizabeth Thomas,Abuja,Corporate,2023-06-16
C00617,David Davis,Delta,Small Business,2025-04-08
C00618,Rebecca White,Enugu,Consumer,2024-09-13
C00619,Sarah Jones,Delta,Small Business,2024-08-17
C00620,Rebecca Smith,Rivers,Consumer,2023-02-26
C00621,Grace White,Abuja,Corporate,2024-09-12
C00622,Samuel Harris,Edo,Small Business,2024-10-06
C00623,Joseph Harris,Lagos,Consumer,2024-06-17
C00624,Sarah Davis,Enugu,Small Business,2023-11-01
C00625,Elizabeth Jackson,Abuja,Consumer,2025-11-06
C00626,Michael Jackson,Kano,Small Business,2024-12-31
C00627,David Jones,Edo,Corporate,2025-12-28
C00628,Samuel White,Rivers,Small Business,2025-01-08
C00629,Mary Taylor,Lagos,Small Business,2024-07-02
C00630,Joseph Miller,Delta,Consumer,2023-08-19
C00631,Samuel Jones,Enugu,Corporate,2024-08-14
C00632,Mary Anderson,Edo,Small Business,2024-10-14
C00633,Paul Martin,Oyo,Small Business,2023-01-09
C00634,Mary Thomas,Abuja,Consumer,2024-06-12
C00635,Mary Taylor,Abuja,Corporate,2025-04-16
C00636,Michael Martin,Enugu,Small Business,2023-08-04
C00637,James Jackson,Kano,Consumer,2025-02-06
C00638,John Jackson,Delta,Corporate,2025-10-23
C00639,Elizabeth Williams,Edo,Consumer,2023-03-26
C00640,Esther Miller,Enugu,Corporate,2025-09-16
C00641,John Harris,Rivers,Consumer,2023-05-23
C00642,Samuel Davis,Rivers,Small Business,2024-02-24
C00643,Daniel Brown,Kano,Consumer,2023-03-04
C00644,Joseph Smith,Enugu,Consumer,2025-06-19
C00645,James Brown,Edo,Corporate,2024-04-16
C00646,Mary Anderson,Abuja,Corporate,2024-06-26
C00647,Daniel Martin,Enugu,Consumer,2024-09-14
C00648,Rebecca Miller,Delta,Corporate,2024-09-16
C00649,Jennifer White,Edo,Small Business,2023-03-28
C00650,Esther Johnson,Enugu,Consumer,2023-06-05
C00651,Mary Harris,Lagos,Small Business,2025-11-07
C00652,Esther Martin,Kano,Corporate,2024-09-24
C00653,Esther Wilson,Lagos,Small Business,2023-02-28
C00654,Victoria Davis,Abuja,Corporate,2023-07-02
C00655,James Martin,RIVERS,Small Business,2023-06-20
C00656, Grace Brown ,Enugu,Corporate,2023-08-10
C00657,Paul Martin,Delta,Consumer,2025-05-14
C00658,Jennifer Martin,Kano,Corporate,2023-06-13
C00659,John Taylor,Lagos,Small Business,2024-12-17
C00660,David Martin,Rivers,Consumer,2025-01-19
C00661,Rebecca Wilson,Lagos,Corporate,2025-07-19
C00662,Esther Jackson,Enugu,Consumer,2025-01-21
C00663,Samuel Wilson,Oyo,Small Business,2025-09-21
C00664,Mary Jones,Edo,Small Business,2023-07-16
C00665,David Taylor,Lagos,Consumer,2025-12-13
C00666,Victoria Smith,Enugu,Corporate,2024-05-03
C00667, Elizabeth Brown ,Kano,Corporate,2024-10-28
C00668,James Martin,Delta,Consumer,2024-02-28
C00669,Elizabeth Taylor,Delta,Consumer,2024-09-21
C00670,Sarah Jones,Abuja,Consumer,2024-10-08
C00671,Victoria Taylor,Oyo,Consumer,2023-01-17
C00672,Samuel Harris,Kano,,2023-06-22
C00673,Michael White,Edo,Corporate,2024-06-03
C00674,David Anderson,Kano,Corporate,2025-09-19
C00675,Rebecca Miller,Kano,Small Business,2023-11-05
C00676,Daniel Smith,KANO,Corporate,2023-06-08
C00677,Esther Miller,Rivers,Consumer,2023-03-09
C00678,Samuel Miller,Lagos,Corporate,2025-12-02
C00679, Rebecca Johnson ,Edo,Small Business,2024-11-10
C00680,Jennifer Johnson,Rivers,Corporate,2025-02-20
C00681,Sarah Brown,Oyo,Consumer,2023-02-19
C00682,Joseph Wilson,Rivers,Corporate,2024-05-28
C00683,Joseph White,Delta,Corporate,2024-11-21
C00684,Samuel Anderson,Lagos,Consumer,2025-12-02
C00685,James Anderson,Oyo,Corporate,2025-11-21
C00686,Joseph White,Oyo,Corporate,2025-10-08
C00687,Esther Harris,Kano,Consumer,2024-04-01
C00688,John Davis,Oyo,Consumer,2024-04-17
C00689,Samuel Thomas,Abuja,Small Business,2024-12-19
C00690,Michael Martin,Delta,Small Business,2025-12-27
C00691,Mary Johnson,EDO,Consumer,2023-01-11
C00692,Esther Thomas,Kano,Small Business,2024-03-19
C00693,Michael White,Delta,Small Business,2024-01-25
C00694,Samuel Davis,Oyo,Corporate,2025-10-03
C00695,Daniel White,Kano,Consumer,2023-05-01
C00696,Esther Harris,Abuja,Consumer,2023-09-07
C00697,Grace White,Kano,Consumer,2023-10-06
C00698,Rebecca Anderson,Abuja,Small Business,2023-05-09
C00699,Jennifer Jackson,Edo,Corporate,2023-01-28
C00700,Paul Jackson,Rivers,Corporate,2024-05-26
C00701,Daniel Miller,Abuja,Consumer,2024-06-22
C00702,Paul Smith,Abuja,Small Business,2023-01-21
C00703,Paul Taylor,Lagos,Consumer,2025-05-01
C00704,Victoria Wilson,Rivers,Consumer,2023-11-28
C00705, Samuel Jones ,Abuja,Corporate,2025-03-12
C00706,David Brown,Oyo,Corporate,2025-09-12
C00707,Paul Miller,Lagos,Small Business,2025-12-14
C00708,Rebecca Anderson,Abuja,Corporate,2025-02-09
C00709,Jennifer Wilson,Enugu,Consumer,2025-09-15
C00710,Esther Miller,Rivers,Consumer,2024-06-01
C00711,Samuel Johnson,Enugu,Small Business,2025-02-13
C00712,Jennifer Taylor,Edo,,2025-05-31
C00713,Mary Smith,Lagos,Consumer,2025-04-13
C00714,Paul Martin,Rivers,,
C00715,Esther Smith,Lagos,Small Business,2024-09-30
C00716,Mary Wilson,Oyo,Small Business,2025-04-03
C00717,Jennifer White,Oyo,Corporate,2023-01-20
C00718,John Thomas,Edo,Corporate,2025-12-31
C00719,Joseph Jackson,Rivers,Consumer,2025-04-18
C00720,Michael Johnson,Edo,Corporate,2025-10-29
C00721,Rebecca Harris,Kano,Consumer,2024-11-04
C00722,James Thomas,Delta,Consumer,2024-11-11
C00723,Mary Taylor,Rivers,Corporate,2025-10-19
C00724,Sarah Taylor,Kano,Corporate,2024-04-24
C00725,David White,Lagos,Corporate,2023-07-24
C00726,Joseph Harris,Lagos,Corporate,2024-05-15
C00727,Daniel Taylor,Delta,Consumer,2025-10-18
C00728,Michael Jackson,Edo,Consumer,2023-09-24
C00729,Mary Thomas,Lagos,Corporate,2023-06-28
C00730,Daniel Wilson,Delta,Small Business,2024-09-15
C00731,Rebecca Wilson,Lagos,Small Business,2023-03-12
C00732,Mary Thomas,Enugu,Small Business,2024-11-08
C00733, Sarah Thomas ,Lagos,Small Business,2024-11-24
C00734,Samuel Smith,Abuja,Small Business,2024-01-26
C00735,Daniel Williams,Edo,Small Business,2023-12-22
C00736,Rebecca Davis,Lagos,Corporate,2023-08-05
C00737,Mary Jones,Abuja,Consumer,2024-08-06
C00738,Jennifer Jackson,Enugu,Corporate,2023-01-18
C00739,Michael Taylor,Lagos,Consumer,2024-02-18
C00740,Samuel Brown,RIVERS,Small Business,2023-04-17
C00741,David Harris,Edo,Corporate,2023-07-17
C00742,Daniel Miller,Enugu,Small Business,2023-09-26
C00743,Daniel Jackson,Abuja,Consumer,2025-07-28
C00744,David Johnson,Edo,Small Business,2024-04-29
C00745,Elizabeth Thomas,Enugu,Consumer,2025-05-29
C00746,Samuel Wilson,Abuja,Consumer,2025-07-09
C00747,Grace Harris,Kano,Small Business,2023-11-10
C00748, Jennifer Johnson ,Delta,Small Business,2023-06-07
C00749,Daniel Wilson,Rivers,Small Business,2024-01-02
C00750,Michael Harris,Rivers,Corporate,2024-12-23
C00751,Jennifer Jackson,Rivers,Corporate,2025-04-19
C00752,Michael Williams,Edo,Consumer,2025-05-29
C00753,Rebecca Harris,Lagos,Consumer,2024-05-14
C00754,Jennifer Brown,Delta,Consumer,2024-04-03
C00755,Elizabeth Johnson,Kano,Small Business,2025-02-06
C00756,Jennifer Johnson,Delta,Small Business,2025-02-19
C00757,Joseph White,Delta,Small Business,2025-10-02
C00758,Esther Harris,Rivers,Corporate,2025-03-06
C00759, John Martin ,Oyo,Corporate,2025-07-06
C00760,Sarah White,Lagos,Small Business,2024-06-17
C00761,Mary Martin,Oyo,Corporate,2024-10-16
C00762,David Martin,Oyo,Corporate,2023-09-03
C00763,Daniel Anderson,Edo,Corporate,2025-05-13
C00764,Rebecca Thomas,Delta,Consumer,2024-12-20
C00765,James Taylor,Rivers,Consumer,2023-07-23
C00766,Elizabeth Wilson,Enugu,Corporate,2024-04-11
C00767,Mary Brown,Kano,Consumer,2025-07-12
C00768,Esther Taylor,Rivers,Consumer,2025-02-07
C00769,James Smith,Delta,Small Business,2023-09-30
C00770, Grace Anderson ,Oyo,Consumer,2025-06-29
C00771,David Martin,Enugu,Corporate,2024-04-08
C00772,Grace White,Enugu,Small Business,2024-12-08
C00773,Joseph Thomas,Lagos,Small Business,2024-10-29
C00774,Elizabeth Wilson,Rivers,Corporate,2023-07-15
C00775,Grace Jones,Oyo,Small Business,2023-12-22
C00776,Esther Anderson,Delta,Consumer,2025-09-26
C00777,Victoria White,KANO,Corporate,2025-06-25
C00778,Jennifer Anderson,Enugu,Consumer,2023-04-18
C00779,Esther White,Abuja,Corporate,2024-10-13
C00780,Esther Taylor,DELTA,Small Business,2025-04-07
C00781,James Thomas,Enugu,Small Business,2025-11-06
C00782,Paul Jackson,Lagos,Small Business,2024-07-30
C00783,Sarah Harris,Delta,Small Business,2023-11-02
C00784,Paul Anderson,Delta,Consumer,2025-07-14
C00785,Victoria Jones,Lagos,Consumer,2025-02-06
C00786,Esther White,Lagos,Small Business,2025-10-10
C00787,Grace Harris,Lagos,Small Business,2023-06-18
C00788,Paul Taylor,Rivers,Corporate,2024-05-12
C00789,David Smith,Delta,Corporate,2023-07-08
C00790,Sarah Wilson,Enugu,Small Business,2023-03-15
C00791,James Smith,Delta,Small Business,2024-07-19
C00792,Samuel Wilson,Delta,Small Business,2025-01-22
C00793,Sarah Wilson,Oyo,Consumer,2025-09-14
C00794,Elizabeth Brown,Abuja,Consumer,2024-05-25
C00795,Joseph Taylor,Kano,Corporate,2024-06-01
C00796,Sarah White,Delta,Corporate,2024-08-26
C00797,John Miller,Edo,Consumer,2024-09-03
C00798,James White,Kano,Small Business,2023-12-07
C00799,Daniel Brown,Enugu,Corporate,2025-11-08
C00800,Victoria Jones,Edo,Small Business,2025-06-22
C00801,Grace White,Enugu,Small Business,2023-08-12
C00802,Mary Jackson,Delta,Corporate,2025-11-23
C00803,Esther White,Abuja,Small Business,2025-07-11
C00804,Victoria Miller,Edo,Corporate,2024-12-09
C00805,Grace Williams,Delta,Consumer,2025-04-17
C00806,Rebecca Davis,Delta,Small Business,2025-02-19
C00807,Joseph White,Rivers,Small Business,2024-12-31
C00808,Jennifer Harris,Lagos,Consumer,2024-08-22
C00809,Paul Martin,Enugu,Corporate,2024-02-20
C00810,Paul Taylor,Oyo,Corporate,2023-03-26
C00811,Michael Jones,Kano,Corporate,2025-08-07
C00812,Elizabeth Harris,Lagos,Small Business,2024-03-21
C00813,David Taylor,Edo,Small Business,2025-11-28
C00814,Daniel Jones,Rivers,Corporate,2025-10-20
C00815,Michael Smith,Lagos,Corporate,2024-02-27
C00816,Michael Williams,Rivers,Corporate,2025-06-03
C00817,Joseph White,Abuja,Corporate,2024-04-02
C00818,Samuel Harris,Oyo,Corporate,2024-06-03
C00819,David Brown,Delta,Corporate,2025-03-17
C00820,Paul Taylor,Rivers,Consumer,2025-10-16
C00821,Daniel Brown,Abuja,,2024-07-28
C00822,Mary Jackson,Abuja,Corporate,2025-07-20
C00823,Samuel Williams,ABUJA,Consumer,2023-08-15
C00824,Elizabeth White,Edo,Consumer,2024-01-12
C00825,Daniel Smith,Kano,Small Business,2025-09-02
C00826,Grace Anderson,Lagos,Small Business,2025-11-02
C00827,James Miller,Oyo,Small Business,2025-01-10
C00828,James Thomas,Oyo,Small Business,2023-10-06
C00829,Jennifer Martin,Delta,Small Business,2024-04-28
C00830,Samuel Jones,Delta,Consumer,2024-08-06
C00831,Michael Taylor,Delta,Small Business,2024-03-27
C00832,Sarah Davis,Abuja,Small Business,2024-08-28
C00833,Jennifer Miller,Lagos,Corporate,2024-11-21
C00834,Joseph Brown,Oyo,Consumer,2023-07-06
C00835,Michael Smith,Rivers,Corporate,2023-12-05
C00836,Victoria Smith,Rivers,Consumer,2025-04-15
C00837,Victoria Harris,Enugu,Small Business,2024-11-09
C00838, David Smith ,Edo,Consumer,2023-04-24
C00839,Jennifer Thomas,Edo,Consumer,2023-05-09
C00840,Elizabeth Thomas,Lagos,Corporate,2024-08-04
C00841,Joseph Anderson,Abuja,Corporate,2024-03-04
C00842,Joseph Davis,Lagos,Small Business,2023-12-31
C00843,John Smith,Rivers,Consumer,2025-06-04
C00844, Joseph Williams ,Oyo,Corporate,2025-01-17
C00845,Mary Jackson,Rivers,Corporate,2023-06-02
C00846,David Martin,Delta,Consumer,2023-02-02
C00847,Daniel Wilson,Lagos,Small Business,2025-02-06
C00848,Michael Miller,Edo,Consumer,2025-05-31
C00849,Elizabeth Harris,Lagos,Consumer,2025-02-21
C00850,Grace Smith,Kano,Small Business,2025-03-21
C00851,Rebecca Anderson,Kano,Small Business,2025-03-23
C00852,Esther Taylor,Enugu,Corporate,2024-07-02
C00853,Sarah Davis,Lagos,Corporate,2023-02-05
C00854,Victoria Jones,Delta,Corporate,2024-01-12
C00855,Jennifer Miller,Edo,Small Business,2025-06-24
C00856,Rebecca Anderson,Enugu,Consumer,2024-05-12
C00857,Joseph Martin,EDO,Consumer,2023-10-12
C00858,David Jackson,Edo,Corporate,2024-12-08
C00859,Michael Miller,Lagos,Consumer,2023-07-10
C00860,Joseph Miller,Enugu,Consumer,2023-06-15
C00861,David Thomas,Rivers,Small Business,2023-04-24
C00862,Jennifer Thomas,Lagos,Consumer,2025-08-16
C00863,Sarah Johnson,Lagos,Corporate,2024-10-16
C00864,Daniel Anderson,Enugu,Corporate,2023-09-06
C00865,Daniel White,Oyo,Small Business,2025-02-25
C00866,Sarah Johnson,Delta,Corporate,2023-03-23
C00867,Samuel White,Kano,Small Business,2024-11-29
C00868,Paul Williams,Abuja,Corporate,2024-06-11
C00869,Joseph Johnson,Enugu,Consumer,2025-10-08
C00870,Paul Anderson,Lagos,Consumer,2024-08-06
C00871,David White,Lagos,Corporate,2024-02-28
C00872,Joseph Thomas,Lagos,Corporate,2024-11-02
C00873,Esther Thomas,Oyo,Consumer,2023-04-24
C00874,Joseph Johnson,Oyo,Consumer,2024-07-30
C00875,John Anderson,Edo,Consumer,2023-11-16
C00876,Victoria Wilson,Lagos,Corporate,2023-10-07
C00877,John Smith,Enugu,Corporate,2023-08-05
C00878,Elizabeth White,Oyo,Small Business,2024-05-21
C00879,James Brown,Enugu,Corporate,2025-03-01
C00880,Daniel Davis,Abuja,Corporate,2023-08-06
C00881,David Davis,Rivers,Small Business,2025-04-27
C00882,David Jackson,Lagos,Corporate,2024-10-25
C00883,Rebecca Harris,Oyo,Corporate,2024-06-10
C00884,Grace White,Lagos,Consumer,2025-08-28
C00885,Victoria Brown,Oyo,Corporate,2023-10-15
C00886,Paul Brown,Lagos,Consumer,2023-03-19
C00887,Daniel Davis,Oyo,Corporate,2024-05-14
C00888,Victoria Miller,Enugu,Small Business,2023-03-22
C00889,Joseph Jackson,Lagos,Small Business,2025-01-03
C00890,Elizabeth Anderson,Delta,Consumer,2023-06-21
C00891,Esther Davis,Kano,Corporate,2023-07-06
C00892,Daniel Thomas,Delta,Small Business,2025-10-15
C00893,John Miller,Abuja,Small Business,2024-07-28
C00894,Esther Harris,Enugu,Consumer,2024-10-03
C00895,Paul White,Delta,Corporate,2023-09-17
C00896,David White,Kano,Consumer,2024-10-03
C00897,Joseph Taylor,Abuja,Consumer,2025-04-19
C00898,Elizabeth Jackson,Enugu,,2024-09-21
C00899,Sarah Thomas,Abuja,Corporate,2024-07-30
C00900,James White,Delta,Corporate,2023-12-22
C00901,John Thomas,Abuja,Corporate,2024-06-17
C00902,Elizabeth Taylor,Oyo,Consumer,2023-06-30
C00903,Jennifer Davis,Lagos,Corporate,2024-07-18
C00904,James Miller,Delta,,2024-02-06
C00905,John Johnson,Edo,Small Business,2024-01-12
C00906,Mary Taylor,Oyo,Small Business,2024-03-03
C00907,Michael Johnson,Edo,Consumer,2025-07-25
C00908,Daniel Martin,Abuja,Corporate,2025-06-16
C00909,Rebecca Miller,Lagos,Consumer,2023-01-25
C00910,Sarah Taylor,LAGOS,Corporate,2024-11-07
C00911,Michael Johnson,Lagos,,2023-10-21
C00912,Samuel Brown,Enugu,Consumer,2023-10-02
C00913,Samuel White,Kano,Small Business,2023-12-09
C00914,Elizabeth Miller,Rivers,Corporate,2024-01-30
C00915,Elizabeth Davis,Abuja,Corporate,2023-07-19
C00916,Elizabeth Brown,Edo,Small Business,2025-01-08
C00917,Joseph Williams,Oyo,Consumer,2025-01-22
C00918,Daniel Harris,Oyo,Consumer,2025-10-03
C00919,James Anderson,Rivers,Consumer,2023-01-29
C00920,Rebecca White,Lagos,Small Business,2023-04-15
C00921,Mary Miller,Kano,Consumer,2024-10-31
C00922,Rebecca Wilson,Kano,Small Business,2024-05-11
C00923,Esther Martin,Edo,Corporate,2025-03-23
C00924,Jennifer Martin,Lagos,Small Business,2024-07-04
C00925,John Anderson,Enugu,Consumer,2023-10-30
C00926,David Jackson,Delta,Consumer,2023-02-27
C00927,Grace Johnson,Delta,Small Business,2023-10-29
C00928, Samuel Miller ,Oyo,Consumer,2023-01-21
C00929,Paul Anderson,Oyo,Consumer,2024-05-14
C00930,Mary Davis,EDO,Consumer,2023-12-08
C00931,Victoria Jones,Rivers,Small Business,2024-01-07
C00932,Samuel Jackson,Lagos,Corporate,2025-06-28
C00933,Daniel Brown,Rivers,Corporate,2023-10-23
C00934,Rebecca Martin,Lagos,Consumer,2025-08-21
C00935,Michael Brown,Abuja,Small Business,2024-12-09
C00936,James Jackson,Lagos,Consumer,2024-12-17
C00937,Elizabeth Wilson,Edo,Consumer,2023-10-28
C00938,Grace Jackson,Enugu,Consumer,2025-08-29
C00939,James Davis,Rivers,Small Business,2025-01-31
C00940,Samuel Miller,Rivers,Corporate,2025-05-10
C00941,David Thomas,Edo,Consumer,2024-02-08
C00942,Daniel Taylor,Kano,Small Business,2025-07-12
C00943,Sarah Jackson,Rivers,Small Business,2023-05-18
C00944,Grace Smith,Oyo,Corporate,2025-11-04
C00945,Jennifer Smith,Enugu,Corporate,2025-06-27
C00946,John Brown,Abuja,Consumer,2025-03-20
C00947,Mary Miller,Oyo,Small Business,2024-05-04
C00948,Joseph Williams,Abuja,Small Business,2024-01-20
C00949,Jennifer Taylor,Delta,Consumer,2024-08-02
C00950,Michael Brown,Kano,Small Business,2024-10-21
C00951,Mary Davis,Abuja,Small Business,2023-09-03
C00952,Elizabeth Williams,Oyo,Small Business,2025-05-02
C00953,Jennifer Jones,Lagos,Corporate,
C00954,Elizabeth Anderson,Enugu,Small Business,2024-02-01
C00955,Rebecca Davis,Edo,Corporate,2025-07-05
C00956,Victoria Johnson,Edo,Small Business,2024-08-20
C00957,Samuel White,Rivers,Small Business,2023-09-10
C00958,Joseph Taylor,Edo,Small Business,2023-05-17
C00959,Paul Brown,Rivers,Consumer,2024-05-06
C00960,Sarah Brown,Lagos,Consumer,2024-06-17
C00961,Mary White,Abuja,Small Business,2025-06-13
C00962, Paul Davis ,Oyo,Small Business,2024-03-27
C00963,Paul Smith,Kano,Consumer,2024-07-28
C00964,Joseph Smith,Lagos,Consumer,2023-10-31
C00965,Samuel Taylor,ENUGU,Consumer,2025-08-08
C00966,Michael Jackson,Edo,Corporate,2023-09-07
C00967,Joseph Wilson,Oyo,Small Business,2024-05-22
C00968,Michael Williams,Rivers,Small Business,2023-05-12
C00969,Rebecca Martin,Kano,Consumer,2025-04-12
C00970,Michael Miller,Oyo,Small Business,2023-09-30
C00971,David Jones,Delta,Corporate,2023-01-24
C00972,Samuel White,Abuja,Consumer,2023-08-18
C00973,Paul Harris,Rivers,Small Business,2023-05-04
C00974, James Smith ,Lagos,Small Business,2024-07-25
C00975,Grace Anderson,Kano,Consumer,2025-12-03
C00976,Samuel Miller,Enugu,Consumer,2024-09-17
C00977,Elizabeth Taylor,Enugu,Corporate,2023-07-10
C00978,Rebecca Jones,Kano,Consumer,2023-09-17
C00979,Jennifer Jones,Abuja,Consumer,2024-03-01
C00980,David Thomas,Oyo,Consumer,2024-03-19
C00981,Rebecca Martin,Oyo,Consumer,2025-12-21
C00982,Mary Thomas,Edo,Small Business,2024-03-11
C00983,Jennifer Anderson,Rivers,Small Business,2024-03-17
C00984,Victoria Johnson,Oyo,Consumer,2025-01-10
C00985,John Brown,Oyo,Consumer,2025-08-07
C00986,Paul White,Edo,Corporate,2023-03-08
C00987,Rebecca Williams,Enugu,Small Business,2023-10-17
C00988, Jennifer Taylor ,Edo,Corporate,2025-04-02
C00989,Michael Taylor,Rivers,Small Business,2025-11-15
C00990,Grace Thomas,Lagos,Consumer,2023-11-11
C00991,James Jones,Kano,Consumer,2024-04-30
